may irritate, 1, 1, 2
to work in, 1, 1, 2
depend on, 4, 2, 6
be view with, 2, 1, 3
 popularize by, 1, 1, 2
help protect, 1, 1, 2
may stave off, 1, 1, 2
be sell to, 1, 1, 2
 own by, 5, 3, 8
inform, 7, 5, 12
campaign in, 1, 1, 2
 top with, 1, 3, 4
commit, 1, 2, 3
be defeat in, 1, 2, 3
say get, 1, 2, 3
to rent, 1, 1, 2
be celebrate on, 1, 1, 2
to play, 3, 4, 7
be list as, 1, 1, 2
be heavier than, 1, 1, 2
open in, 8, 3, 11
be grow commercially in, 2, 1, 3
cover, 9, 11, 20
may be treat with, 1, 1, 2
ban in, 1, 1, 2
can obtain, 1, 1, 2
integrate into, 1, 1, 2
fire, 3, 4, 7
 fund by, 1, 1, 2
may progress to, 1, 1, 2
work nicely in, 1, 1, 2
should monitor, 1, 1, 2
develop into, 1, 1, 2
comprise, 9, 4, 13
may be combine with, 1, 1, 2
live in, 40, 10, 50
be the process of, 1, 1, 2
fall to, 2, 4, 6
be insure by, 3, 1, 4
be expose to, 1, 1, 2
invent, 2, 4, 6
to cooperate with, 1, 1, 2
can progress to, 2, 1, 3
have come to, 1, 1, 2
have drop, 1, 1, 2
be locate at, 1, 1, 2
be market worldwide by, 3, 1, 4
be warn, 1, 1, 2
ply daily between, 1, 1, 2
be anesthetize with, 2, 4, 6
develop at, 1, 1, 2
be create in, 3, 1, 4
can result in, 4, 4, 8
be practise in, 1, 1, 2
eliminate, 1, 1, 2
 cause by, 1, 4, 5
believe, 8, 5, 13
be associate with, 19, 16, 35
to kill, 1, 1, 2
call on, 1, 1, 2
outnumber, 1, 1, 2
begin teach at, 1, 1, 2
mit, 1, 1, 2
must take, 2, 1, 3
differ from, 1, 1, 2
 make by, 4, 2, 6
invade, 26, 12, 38
star, 5, 4, 9
be free of, 2, 2, 4
face, 4, 8, 12
propose that, 1, 1, 2
abandon, 1, 1, 2
be run high on, 1, 1, 2
be know in, 1, 1, 2
invite, 2, 2, 4
to use, 2, 8, 10
be use only by, 1, 1, 2
taste like, 1, 1, 2
open, 3, 3, 6
treat, 5, 3, 8
be widespread throughout, 1, 1, 2
be opposite of, 1, 1, 2
will be conduct in, 1, 1, 2
tell that, 3, 1, 4
sail for, 2, 2, 4
shrug, 1, 1, 2
confirm that, 1, 1, 2
retire from, 1, 2, 3
be make of, 15, 7, 22
be know as, 31, 42, 73
link with, 1, 1, 2
to generate, 2, 1, 3
may be use with, 1, 1, 2
occur in, 13, 12, 25
march on, 1, 1, 2
be perform in, 1, 1, 2
accept through, 1, 3, 4
have invade, 5, 3, 8
be the form of, 2, 2, 4
serve on, 1, 1, 2
be popular than, 2, 2, 4
view use, 1, 1, 2
extract from, 1, 1, 2
celebrate, 13, 2, 15
live and work in, 1, 1, 2
be prescribe for, 2, 3, 5
be plant in, 1, 1, 2
be observe in, 2, 2, 4
inspect, 2, 1, 3
shall pay to, 1, 1, 2
be release in, 3, 2, 5
allow, 3, 4, 7
be assassinate in, 1, 2, 3
can involve, 1, 1, 2
rule, 6, 4, 10
sell out, 1, 1, 2
offer for, 1, 1, 2
condemn, 1, 1, 2
be north of, 6, 3, 9
can be confuse with, 1, 1, 2
speed, 2, 1, 3
present in, 1, 1, 2
admit, 4, 3, 7
shall be fill with, 1, 1, 2
be another facility of, 1, 1, 2
be ruler of, 1, 1, 2
be commit to, 4, 5, 9
believe that, 1, 1, 2
settle in, 3, 1, 4
may be give by, 1, 1, 2
overlook, 2, 2, 4
be toxic to, 3, 1, 4
 elect in, 1, 1, 2
pass into, 16, 2, 18
can induce, 1, 1, 2
be distribute in, 1, 1, 2
be incorporate into, 2, 1, 3
mark, 1, 1, 2
base, 2, 2, 4
be service mark of, 1, 2, 3
be common in, 10, 10, 20
be arrest in, 2, 1, 3
be queen of, 1, 1, 2
begin with, 4, 4, 8
 4th of, 2, 1, 3
be branch of, 2, 2, 4
be ravage, 1, 2, 3
relate, 1, 1, 2
get taste of, 1, 1, 2
enable, 8, 4, 12
be locate in, 50, 29, 79
develop in, 6, 8, 14
be dissolve in, 2, 1, 3
work, 1, 1, 2
lose, 9, 11, 20
compete in, 1, 2, 3
will celebrate, 1, 1, 2
 travel across, 1, 1, 2
graduate from university of, 2, 1, 3
move to, 37, 7, 44
begin in, 20, 7, 27
accumulate in, 1, 1, 2
be correlate with, 2, 2, 4
love, 18, 19, 37
be celebrate in, 2, 4, 6
 angioplasty with, 1, 1, 2
seize, 3, 2, 5
manufacture in, 1, 1, 2
be write in, 2, 1, 3
become capital of, 3, 3, 6
enjoy, 7, 3, 10
seize in, 1, 1, 2
become part of, 6, 3, 9
will support, 1, 1, 2
spread in, 2, 2, 4
import from, 1, 1, 2
fall, 3, 3, 6
be own by, 8, 6, 14
eat, 5, 9, 14
happen in, 1, 1, 2
include, 13, 12, 25
be require for, 8, 2, 10
be represent in, 2, 1, 3
be conduct at, 1, 1, 2
be stable than, 1, 1, 2
may cause, 31, 9, 40
be build, 2, 5, 7
sphere ripple out from, 1, 1, 2
have inform, 1, 1, 2
can begin in, 1, 1, 2
launch in, 1, 2, 3
be run by, 1, 1, 2
devour, 1, 1, 2
collapse in, 1, 1, 2
escort, 1, 1, 2
 sleepless in, 1, 1, 2
prefer, 3, 3, 6
to and from, 1, 1, 2
to invade, 1, 1, 2
be list with, 1, 1, 2
be concern respectively with, 1, 1, 2
depart, 4, 1, 5
can occur in, 1, 1, 2
be work in, 2, 3, 5
may mimic, 1, 1, 2
hold off, 1, 1, 2
occur at, 1, 1, 2
capture, 1, 1, 2
increase with, 3, 1, 4
manufacture, 1, 1, 2
be affect, 1, 1, 2
make with, 4, 9, 13
can be eradicate from, 1, 1, 2
be no produce, 1, 1, 2
be center of, 1, 1, 2
can be transmit to, 1, 1, 2
fall on, 2, 1, 3
steal, 1, 1, 2
be complete in, 1, 1, 2
to come to, 1, 1, 2
treat with, 2, 2, 4
break out in, 1, 1, 2
call to, 1, 1, 2
begin at, 5, 4, 9
be admit into, 1, 2, 3
be ravage by, 1, 1, 2
spend, 1, 1, 2
be eat with, 1, 1, 2
be test for, 1, 1, 2
; affiliate with, 1, 1, 2
be locate on, 4, 3, 7
be list on, 1, 3, 4
annex, 1, 7, 8
cook with, 2, 2, 4
be important for, 3, 1, 4
 direct by, 2, 2, 4
fall for, 1, 1, 2
found in, 2, 4, 6
be prone to, 1, 1, 2
be secure than, 1, 1, 2
trade, 1, 1, 2
be short for, 4, 3, 7
die from, 1, 1, 2
be derive from, 9, 10, 19
ship to, 2, 2, 4
stumble across, 1, 1, 2
be bear at, 2, 2, 4
potentiate, 2, 1, 3
may develop, 3, 3, 6
get de, 1, 1, 2
urge, 6, 4, 10
score, 3, 4, 7
be concentrate in, 1, 1, 2
be process into, 1, 1, 2
end in, 2, 4, 6
rap, 1, 1, 2
may carry, 2, 1, 3
invent in, 1, 1, 2
open for, 1, 1, 2
rise with, 1, 1, 2
can reveal, 1, 2, 3
saute with, 1, 2, 3
will be base in, 1, 1, 2
stand for, 21, 23, 44
buy out, 1, 1, 2
erupt in, 1, 1, 2
detail, 1, 1, 2
be examine thoroughly for, 1, 1, 2
be define as, 4, 4, 8
be powerful than, 1, 1, 2
to visit, 5, 2, 7
be enrich with, 1, 1, 2
feature on, 1, 1, 2
be link to, 8, 9, 17
be classify as, 1, 1, 2
cede, 2, 3, 5
take control of, 1, 1, 2
be susceptible than, 1, 1, 2
preside over, 1, 1, 2
admit that, 1, 1, 2
will travel to, 1, 1, 2
sweep, 1, 1, 2
reside in, 2, 5, 7
 license to, 1, 1, 2
to become, 1, 1, 2
cannot be take by, 1, 2, 3
slam, 1, 1, 2
be schedule for, 1, 1, 2
be contest in, 1, 1, 2
be source of, 9, 5, 14
begin on, 3, 2, 5
describe from, 1, 2, 3
be install talk, 1, 1, 2
be suitable for, 1, 1, 2
introduce in, 1, 1, 2
be determine by, 1, 1, 2
have be play, 1, 1, 2
may be take by, 1, 1, 2
help maintain, 1, 1, 2
be ceo of, 1, 1, 2
be serve on, 1, 1, 2
stun, 1, 1, 2
remain in, 1, 1, 2
fall in, 5, 3, 8
be available in, 11, 6, 17
reside at, 1, 1, 2
have qualify for, 1, 1, 2
post, 1, 1, 2
leave, 22, 7, 29
have win, 7, 5, 12
be involve in, 9, 3, 12
to produce, 2, 3, 5
infect with, 2, 1, 3
 establish by, 1, 1, 2
add, 4, 3, 7
ratify, 1, 4, 5
need, 5, 9, 14
which include, 3, 2, 5
insist, 1, 2, 3
respect, 2, 1, 3
exchange, 1, 1, 2
to launch, 2, 2, 4
should be take by, 1, 1, 2
suffer from, 4, 4, 8
can develop, 3, 1, 4
be the version of, 1, 1, 2
mean that, 1, 1, 2
can lower, 3, 1, 4
choose, 2, 1, 3
overtake, 2, 2, 4
be diagnose in, 3, 2, 5
prevent, 14, 5, 19
match in, 1, 1, 2
undo, 1, 1, 2
may occur with, 1, 1, 2
to expand in, 1, 1, 2
legalize, 1, 1, 2
end, 2, 3, 5
 naturalize in, 1, 1, 2
would concede that, 1, 1, 2
have issue, 1, 1, 2
vow, 2, 2, 4
identify, 2, 1, 3
embrace, 1, 1, 2
pour, 5, 2, 7
be independent of, 2, 2, 4
label, 2, 1, 3
be birthplace of, 2, 7, 9
could cause, 1, 1, 2
be use, 3, 3, 6
be a part of, 3, 4, 7
be invent in, 10, 3, 13
be use during, 1, 1, 2
be serve by, 1, 2, 3
be follow, 2, 1, 3
study in, 1, 1, 2
download at, 8, 1, 9
release, 8, 14, 22
may follow, 3, 2, 5
be work closely with, 1, 1, 2
become member of, 2, 9, 11
may settle, 1, 1, 2
be perform with, 1, 1, 2
may protect against, 2, 1, 3
reinforce, 1, 5, 6
be hold in, 8, 8, 16
contradict, 1, 1, 2
shape, 1, 4, 5
should avoid, 3, 4, 7
offer follow, 3, 1, 4
have award, 1, 1, 2
leave in, 1, 1, 2
handle, 1, 1, 2
 make in, 6, 1, 7
can infect, 1, 1, 2
be popular for, 1, 1, 2
can be release from, 1, 1, 2
must beat, 1, 1, 2
be admit to, 2, 6, 8
to stop, 2, 2, 4
be play much like, 2, 3, 5
be the precursor of, 2, 2, 4
spot, 10, 6, 16
turn into, 1, 1, 2
can carry, 1, 1, 2
will pay, 1, 1, 2
separate officially from, 1, 1, 2
take down, 1, 1, 2
aim, 1, 1, 2
retain, 1, 1, 2
